session_id,battery_level,screen_on,brightness,active_app_category,wifi_on,mobile_data_on,charging,cpu_usage,hours_remaining
2,7.8,1,77.5,3,1,1,0,70.1,0.28
2,5.8,1,77.4,4,1,1,0,64.1,0.42
2,4.2,1,80.8,1,1,1,0,72.5,0.01
2,2.5,1,69.1,3,1,1,0,80.5,0.48
2,1.0,1,92.9,3,1,1,0,86.3,0.03
3,74.2,1,62.5,4,1,0,0,42.7,4.59
3,72.7,1,55.1,1,1,0,0,56.3,5.41
3,71.4,1,51.2,4,1,0,0,55.9,4.64
3,70.0,1,40.9,1,1,0,0,29.5,4.98
3,68.8,1,62.6,2,1,0,0,40.7,3.75
3,67.5,1,39.6,5,1,0,0,36.0,5.72
3,66.6,1,60.5,5,1,0,0,57.6,4.51
3,65.1,1,66.3,4,1,0,0,41.1,5.11
3,63.9,1,52.1,5,1,0,0,54.3,4.99
3,62.9,1,65.6,1,1,0,0,39.1,4.75
3,61.7,1,36.8,2,1,0,0,31.8,4.7
3,60.6,1,37.0,1,1,0,0,34.3,4.02
3,59.3,1,68.6,5,1,0,0,34.3,4.16
3,58.2,1,63.4,5,1,0,0,25.2,4.02
3,57.1,1,33.6,1,1,0,0,38.8,3.56
3,56.0,1,64.5,4,1,0,0,49.2,3.36
3,54.6,1,60.2,4,1,0,0,28.4,3.83
3,53.4,1,66.3,4,1,0,0,34.3,4.04
3,52.3,1,63.9,5,1,0,0,39.0,4.49
3,51.3,1,64.0,1,1,0,0,33.0,4.25
3,50.2,1,61.2,5,1,0,0,57.8,3.35
3,48.9,1,60.0,4,1,0,0,29.1,3.89
3,47.8,1,66.5,2,1,0,0,33.6,2.71
3,46.3,1,58.9,5,1,0,0,59.4,3.3
3,45.4,1,65.0,5,1,0,0,34.9,3.05
3,44.0,1,43.5,1,1,0,0,48.0,2.73
3,42.5,1,32.2,4,1,0,0,37.2,2.99
3,41.3,1,40.3,4,1,0,0,51.1,2.46
3,40.0,1,31.1,5,1,0,0,58.5,2.82
3,38.6,1,55.6,2,1,0,0,56.1,1.76
3,37.1,1,64.9,2,1,0,0,45.9,2.59
3,35.7,1,87.2,2,1,0,0,60.3,1.81
3,34.1,1,70.1,2,1,0,0,52.1,1.97
3,32.6,1,87.9,2,1,0,0,51.6,1.61
3,30.9,1,81.0,2,1,0,0,71.8,1.68
3,29.6,1,78.1,2,1,0,0,44.7,1.51
3,28.0,1,38.9,1,1,0,0,40.4,1.81
3,26.8,1,67.1,5,1,0,0,43.5,2.05
3,25.6,1,49.7,2,1,0,0,41.4,1.18
3,24.2,1,47.3,2,1,1,0,50.7,1.54
3,22.9,1,43.0,5,1,1,0,47.5,1.59
3,21.5,1,64.0,2,1,1,0,32.8,1.31
3,20.1,1,51.1,5,1,1,0,47.4,1.31
3,18.8,1,47.6,1,1,1,0,59.5,1.12
3,17.3,1,50.2,5,1,1,0,47.3,1.39
3,16.0,1,64.0,5,1,1,0,33.0,0.82
3,14.6,1,41.0,2,1,1,0,27.3,0.93
3,13.4,1,47.8,4,1,1,0,27.5,0.88
3,12.1,1,36.0,2,1,1,0,32.1,0.61
3,10.5,1,49.1,5,1,1,0,32.9,1.06
3,9.4,1,61.1,2,1,1,0,53.4,0.64
3,7.7,1,38.9,4,1,0,0,39.5,0.48
3,6.7,1,67.0,2,1,1,0,58.3,0.44
3,5.3,1,33.1,1,1,1,0,46.5,0.24
3,4.1,1,59.2,5,1,1,0,54.7,0.25
3,2.6,1,37.0,2,1,1,0,41.2,0.33
3,0.9,1,39.7,1,1,1,0,46.7,0.06
4,99.1,1,37.6,1,1,0,0,18.4,7.09
4,97.8,1,18.5,1,1,0,0,32.1,7.72
4,96.8,1,19.2,1,0,0,0,20.4,8.47
4,95.8,1,18.3,4,0,0,0,10.3,10.19
4,95.1,1,32.8,1,0,0,0,22.9,8.22
4,94.0,1,33.0,1,0,1,0,29.1,7.34
4,92.9,1,28.3,5,0,0,0,13.7,9.64
4,92.1,1,29.4,4,0,0,0,34.5,7.79
4,91.2,1,27.7,1,0,0,0,22.6,6.83
4,90.1,1,40.7,5,0,0,0,19.7,8.23
4,89.1,1,21.0,5,1,0,0,14.5,7.84
4,88.3,1,25.8,5,1,0,0,31.3,7.34
4,87.3,1,18.7,5,0,0,0,28.7,9.27
4,86.4,1,44.8,1,0,0,0,18.5,7.93
4,85.5,1,42.8,4,0,1,0,11.0,7.29
4,84.5,1,26.6,1,0,1,0,18.5,6.92
4,83.5,1,42.9,1,0,1,0,23.3,6.44
4,82.5,1,38.0,4,0,1,0,30.2,6.35
4,81.2,1,34.7,1,0,1,0,29.3,5.59
4,79.8,1,28.4,1,0,0,0,16.6,7.15
4,78.9,1,24.8,5,0,0,0,20.4,8.09
4,78.1,1,39.7,4,0,0,0,16.4,5.95
4,77.1,1,20.1,1,0,0,0,24.6,7.14
4,76.5,1,32.9,5,0,0,0,30.4,7.77
4,75.6,1,41.8,1,0,0,0,18.1,6.2
4,74.5,1,28.7,1,0,0,0,31.8,6.21
4,73.6,1,66.0,2,0,0,0,55.8,4.41
4,72.3,1,51.7,2,0,0,0,62.9,4.72
4,70.9,1,56.1,2,0,0,0,51.2,4.75
4,69.7,1,20.9,5,0,0,0,25.7,6.67
4,68.8,1,44.0,1,0,0,0,23.0,5.0
4,67.7,1,28.8,1,0,0,0,24.1,6.43
4,66.8,1,33.4,1,0,0,0,28.9,4.77
4,65.7,1,34.5,4,0,0,0,14.7,6.45
4,64.7,1,75.2,3,0,0,0,98.2,2.57
4,62.8,1,66.5,3,1,0,0,70.1,2.65
4,61.0,1,76.4,3,1,0,0,85.1,2.98
4,59.2,1,71.3,3,1,0,0,80.2,3.01
4,57.5,1,67.3,3,1,1,0,81.7,2.87
4,55.5,1,82.4,3,1,1,0,86.8,2.57
4,53.6,1,77.9,3,1,1,0,86.5,2.66
4,52.0,1,67.3,3,1,1,0,95.0,1.91
4,49.8,1,79.9,3,1,1,0,93.1,2.07
4,47.9,1,81.7,3,1,1,0,95.7,1.93
4,45.8,1,81.2,3,1,1,0,79.5,2.07
4,43.7,1,89.3,3,1,1,0,94.6,1.97
4,41.8,1,89.9,2,1,0,0,57.9,2.2
4,40.0,1,37.6,4,1,0,0,44.4,2.97
4,38.9,1,52.2,1,1,0,0,35.4,3.13
4,37.9,1,49.5,2,1,0,0,33.3,2.3
4,36.7,1,42.0,1,1,0,0,28.1,3.04
4,35.7,1,32.6,4,1,0,0,27.4,2.28
4,34.6,1,19.8,1,1,0,0,15.1,2.75
4,33.5,1,56.3,4,1,0,0,47.5,2.01
4,32.0,1,57.2,4,1,0,0,28.2,2.05
4,30.7,1,43.5,4,1,0,0,55.2,1.97
4,29.6,0,0.0,0,1,0,0,11.4,5.77
4,29.0,0,0.0,0,1,0,0,9.7,4.88
4,28.5,1,74.9,2,1,0,0,47.4,1.91
4,26.9,1,62.5,2,1,0,0,41.9,1.33
5,75.0,1,21.8,4,1,1,0,23.7,6.07
5,74.1,1,19.5,5,1,1,0,32.6,5.11
5,72.7,1,43.7,5,1,0,0,24.6,5.45
5,71.5,1,25.2,5,1,0,0,23.2,6.6
5,70.6,1,30.0,1,1,0,0,26.1,4.77
5,69.5,1,33.5,4,1,1,0,28.7,5.05
5,68.3,0,0.0,0,1,1,0,2.2,10.47
5,67.9,0,0.0,0,1,1,0,10.6,11.29
5,67.3,0,0.0,0,1,1,0,2.0,10.86
5,66.8,0,0.0,0,1,1,0,10.9,9.48
5,66.1,1,46.4,4,1,1,0,48.4,4.29
5,64.7,1,44.0,2,1,1,0,53.7,3.71
5,63.2,1,62.9,5,1,1,0,56.6,3.72
5,61.9,1,52.4,2,1,1,0,35.1,4.01
5,60.7,1,47.1,2,1,1,0,41.3,4.06
5,59.3,1,64.5,2,1,1,0,55.9,3.02
5,57.7,1,62.6,2,1,1,0,51.1,3.37
5,56.2,1,63.6,4,1,1,0,38.8,3.72
5,54.9,1,48.7,2,1,1,0,46.5,3.12
5,53.3,1,62.7,4,1,1,0,36.9,3.35
5,51.9,1,39.6,4,1,1,0,48.5,3.67
5,50.6,1,65.0,1,1,1,0,53.7,3.41
5,49.5,1,62.5,1,1,1,0,49.8,2.95
5,48.2,1,39.9,2,1,1,0,29.9,2.53
5,46.7,1,50.5,1,0,1,0,53.3,3.01
5,45.4,1,45.7,4,0,1,0,25.1,3.66
5,44.5,1,51.2,5,0,1,0,49.7,2.73
5,43.3,1,61.3,1,0,1,0,31.5,2.85
5,42.2,1,65.3,1,0,1,0,52.9,2.48
5,40.7,1,34.0,4,0,1,0,27.5,2.75
5,39.5,1,62.0,2,0,1,0,56.1,2.56
5,38.1,1,35.4,2,0,1,0,28.6,2.58
5,36.6,1,67.4,1,0,1,0,38.5,1.94
5,35.0,1,55.1,5,0,1,0,48.8,2.58
5,33.8,1,43.2,2,0,1,0,50.6,2.16
5,32.6,1,31.1,2,0,0,0,34.9,2.08
5,31.4,1,68.2,4,0,0,0,59.3,2.13
5,30.1,1,48.0,4,0,0,0,53.9,2.06
5,28.8,1,61.5,2,0,1,0,40.2,1.96
5,27.4,1,60.7,4,0,1,0,38.3,1.82
5,26.3,1,47.3,2,0,1,0,51.2,1.66
5,24.9,1,35.0,5,0,1,0,44.5,1.64
5,23.8,1,34.7,2,1,1,0,32.6,1.5
5,22.5,1,24.9,4,1,1,0,15.5,2.11
5,21.4,0,0.0,0,1,1,0,8.1,2.65
5,20.9,0,0.0,0,1,1,0,5.8,2.84
5,20.4,0,0.0,0,1,1,0,2.6,2.72
5,19.7,1,36.2,4,1,1,0,33.5,1.27
5,18.3,1,57.0,4,0,1,0,45.6,1.03
5,17.3,1,52.5,1,0,1,0,55.9,0.76
5,15.8,1,21.7,1,1,1,0,14.2,1.31
5,14.8,1,19.6,5,1,1,0,29.4,1.21
5,13.8,1,22.4,5,1,0,0,29.9,0.86
5,12.8,1,23.5,5,1,0,0,24.3,1.16
5,11.9,1,79.4,2,1,0,0,64.9,0.61
5,10.1,1,53.0,2,1,0,0,48.4,0.6
5,8.9,1,63.9,2,1,0,0,59.2,0.3
5,7.4,1,87.3,2,1,0,0,60.8,0.17
5,6.2,1,53.6,2,1,0,0,66.3,0.36
5,4.8,1,92.7,2,1,0,0,43.2,0.24
6,63.2,1,45.1,2,1,1,0,27.3,3.9
6,62.1,1,37.4,5,1,0,0,47.2,4.81
6,61.0,1,48.4,2,1,0,0,57.2,3.96
6,59.9,1,49.8,4,1,0,0,46.6,4.97
6,58.9,1,65.3,2,1,0,0,40.6,3.5
6,57.8,1,62.6,2,0,0,0,50.3,3.21
6,56.2,1,38.9,1,0,0,0,48.1,3.87
6,55.1,1,66.8,1,0,0,0,55.6,2.97
6,53.6,1,45.6,4,1,0,0,30.9,3.38
6,52.3,1,43.3,2,1,0,0,47.6,3.7
6,51.1,1,48.1,2,1,0,0,30.6,3.21
6,49.7,1,48.2,4,1,0,0,31.7,3.98
6,48.7,1,66.0,4,1,0,0,26.5,3.35
6,47.7,1,71.1,3,1,0,0,98.9,2.56
6,46.1,1,71.4,3,1,0,0,70.0,1.93
6,44.4,1,67.0,3,1,0,0,96.6,1.93
6,42.5,1,63.8,1,1,0,0,62.5,2.88
6,41.5,1,87.1,2,1,0,0,89.7,2.18
6,39.9,1,67.0,1,1,0,0,57.3,3.13
6,38.9,1,31.6,4,1,1,0,26.2,3.0
6,37.8,1,42.7,5,1,1,0,32.9,2.66
6,36.5,0,0.0,0,1,1,0,5.5,5.31
6,36.1,1,71.2,1,1,0,0,66.0,1.99
6,34.8,1,87.7,3,1,0,0,84.0,1.98
6,32.9,1,23.5,1,1,0,0,18.9,2.91
6,31.9,1,31.7,1,1,0,0,30.0,2.31
6,30.5,1,16.1,4,1,0,0,30.1,2.79
6,29.7,0,0.0,0,1,0,0,6.8,5.85
6,29.2,0,0.0,0,1,0,0,11.6,5.24
6,28.8,0,0.0,0,1,0,0,7.3,5.95
6,28.4,1,34.2,1,1,0,0,20.5,2.7
6,27.5,1,29.6,4,1,0,0,34.2,1.76
6,26.2,1,95.0,2,1,0,0,65.2,1.39
6,24.8,1,92.2,2,1,0,0,59.1,1.41
6,23.3,1,64.0,2,1,0,0,40.4,1.5
6,21.8,1,88.2,2,1,0,0,57.7,1.45
6,20.4,1,30.7,4,1,0,0,17.3,1.95
6,19.4,1,35.2,5,1,0,0,29.9,1.5
6,18.3,0,0.0,0,0,0,0,7.0,4.34
6,18.1,0,0.0,0,0,0,0,5.5,3.93
6,17.9,0,0.0,0,0,0,0,3.4,4.45
6,17.5,0,0.0,0,0,0,0,6.2,4.83
6,17.4,0,0.0,0,0,0,0,11.2,3.85
6,16.9,0,0.0,0,0,0,0,4.7,4.64
6,16.7,1,64.4,1,0,0,0,80.9,1.32
6,15.5,1,80.6,3,0,0,0,65.1,0.47
6,13.8,1,39.3,2,0,0,0,52.5,1.3
6,12.8,1,36.2,4,0,0,0,43.5,1.16
6,11.9,1,69.4,2,0,0,0,27.7,0.62
6,10.6,1,31.6,1,0,0,0,37.8,0.71
6,9.5,1,57.7,5,0,0,0,25.0,1.01
6,8.6,1,61.7,4,0,1,0,40.8,0.51
6,7.3,1,42.1,2,0,1,0,58.8,0.27
6,5.9,1,63.1,2,0,1,0,56.8,0.42
6,4.2,1,58.0,1,0,1,0,48.7,0.32
6,2.7,1,62.7,4,0,1,0,50.1,0.18
6,1.4,1,55.8,5,0,0,0,44.8,0.17
6,0.4,1,69.5,4,0,0,0,59.0,0.04
7,42.1,1,50.2,5,0,0,0,28.8,3.86
7,41.3,0,0.0,0,0,0,0,9.1,8.73
7,40.8,0,0.0,0,0,0,0,7.4,8.15
7,40.2,0,0.0,0,0,0,0,3.1,8.97
7,39.9,0,0.0,0,0,0,0,10.0,8.97
7,39.4,0,0.0,0,0,0,0,11.0,9.69
7,39.1,0,0.0,0,0,0,0,5.1,8.5
7,38.6,0,0.0,0,0,0,0,10.2,9.39
7,38.4,0,0.0,0,0,0,0,9.2,7.47
7,38.0,0,0.0,0,0,0,0,10.0,8.98
7,37.5,1,92.8,2,0,0,0,55.3,2.28
7,36.1,1,56.4,2,0,1,0,48.6,2.55
7,34.9,1,77.1,2,0,1,0,64.3,1.99
7,33.4,1,70.3,2,0,1,0,69.2,1.75
7,31.8,1,54.8,2,0,1,0,73.8,1.76
7,30.1,1,83.7,3,0,1,0,78.0,1.63
7,28.4,1,69.9,2,0,1,0,89.4,1.35
7,26.9,1,66.3,4,0,1,0,90.2,1.47
7,25.7,1,76.8,2,0,1,0,63.4,1.53
7,24.3,1,73.8,4,0,1,0,90.1,1.7
7,22.9,1,79.5,4,0,1,0,62.4,1.92
7,21.6,1,84.0,3,0,0,0,76.7,1.04
7,19.6,0,0.0,0,0,0,0,4.4,4.72
7,19.2,0,0.0,0,0,0,0,6.4,4.3
7,18.8,0,0.0,0,0,0,0,10.3,3.99
7,18.5,0,0.0,0,0,0,0,10.5,4.37
7,18.1,0,0.0,0,0,0,0,9.6,3.54
7,17.6,0,0.0,0,0,0,0,4.6,3.93
7,17.3,0,0.0,0,0,0,0,7.1,4.39
7,17.0,0,0.0,0,0,0,0,2.8,3.84
7,16.6,0,0.0,0,0,0,0,4.8,3.56
7,16.0,0,0.0,0,0,0,0,2.6,3.58
7,15.6,0,0.0,0,0,0,0,11.6,3.04
7,15.2,0,0.0,0,0,0,0,9.6,2.79
7,14.9,0,0.0,0,0,0,0,11.3,2.87
7,14.4,0,0.0,0,0,0,0,2.2,4.0
7,14.1,0,0.0,0,0,0,0,4.7,3.77
7,13.7,0,0.0,0,1,0,0,8.7,2.62
7,13.3,0,0.0,0,1,0,0,2.6,2.8
7,13.0,0,0.0,0,1,0,0,9.7,2.29
7,12.4,0,0.0,0,1,0,0,5.3,1.92
7,12.0,0,0.0,0,1,0,0,4.9,2.62
7,11.6,0,0.0,0,1,0,0,8.4,2.09
7,11.0,0,0.0,0,1,0,0,6.2,2.4
7,10.6,0,0.0,0,1,0,0,6.4,1.89
7,10.0,1,73.0,1,1,0,0,77.6,0.35
7,8.7,1,64.8,3,1,0,0,71.5,0.76
7,7.2,1,88.5,4,1,0,0,73.5,0.46
7,5.4,1,65.7,4,1,0,0,75.6,0.48
7,3.8,1,67.7,3,1,0,0,60.7,0.09
7,1.9,1,95.2,3,1,0,0,87.8,0.23
7,0.1,1,80.7,3,1,0,0,76.8,0.04
8,90.7,1,35.6,1,0,1,0,43.6,6.04
8,89.5,1,56.0,5,0,1,0,42.4,6.97
8,88.5,1,65.3,2,0,1,0,28.2,4.75
8,87.0,1,32.8,1,0,1,0,45.8,5.26
8,85.7,1,57.8,5,0,1,0,37.1,6.96
8,84.6,1,58.9,2,0,1,0,42.7,5.35
8,83.3,1,69.8,2,0,1,0,60.3,4.59
8,81.8,1,94.8,2,0,1,0,74.3,4.28
8,80.2,1,70.4,2,1,1,0,51.9,4.59
8,78.7,1,58.3,2,1,1,0,57.3,4.7
8,77.2,1,51.9,2,1,1,0,59.8,4.15
8,75.8,1,72.6,2,1,1,0,91.1,3.52
8,73.9,1,80.4,1,1,1,0,80.6,3.7
8,72.4,1,77.7,2,1,1,0,85.1,3.82
8,71.1,1,74.7,1,1,1,0,93.0,3.39
8,69.3,1,98.1,3,1,1,0,70.8,2.53
8,67.0,1,91.6,3,1,1,0,82.8,2.52
8,64.8,1,61.2,2,1,1,0,71.3,3.01
8,63.1,1,89.2,1,1,1,0,76.6,2.87
8,61.2,1,40.1,1,1,1,0,14.7,4.86
8,60.1,1,23.9,4,1,1,0,24.0,4.8
8,59.1,1,30.6,4,1,1,0,18.0,3.96
8,57.9,1,41.0,5,1,1,0,22.1,3.86
8,56.6,1,30.6,1,1,1,0,22.0,3.7
8,55.5,1,30.3,4,1,1,0,22.6,3.53
8,54.2,1,26.5,1,1,0,0,21.9,4.76
8,53.2,1,31.1,1,1,0,0,21.8,4.1
8,52.2,1,41.2,2,1,0,0,55.1,3.31
8,50.6,1,68.5,1,1,0,0,59.8,3.31
